Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,module,n_genes_in_module
KEGG_2021_Human,C-type lectin receptor signaling pathway,9/104,1.4411260897000154e-09,2.056798023728507e-07,0,0,22.080371517027864,449.508693055436,CASP8;MRAS;PIK3CA;RRAS;MDM2;AKT1;RRAS2;KRAS;LSP1,0,94
KEGG_2021_Human,mTOR signaling pathway,10/154,2.8369627913496646e-09,2.056798023728507e-07,0,0,16.337632275132275,321.53329147349274,FLCN;STK11;PIK3CA;CAB39;CAB39L;STRADA;STRADB;PTEN;AKT1;KRAS,0,94
KEGG_2021_Human,MAPK signaling pathway,12/294,1.3281542609615444e-08,6.419412261314131e-07,0,0,10.183705241307733,184.70074724590677,MAP4K2;MRAS;MAP3K1;RRAS;ERBB2;NF1;AKT1;RRAS2;KRAS;MAPK8IP3;MAP4K3;FGFR2,0,94
KEGG_2021_Human,Central carbon metabolism in cancer,7/70,3.803267102463689e-08,1.237771943282765e-06,0,0,25.34227330779055,432.9681850211753,RET;PIK3CA;ERBB2;PTEN;AKT1;KRAS;FGFR2,0,94
KEGG_2021_Human,Melanoma,7/72,4.638162333734214e-08,1.237771943282765e-06,0,0,24.56003536693192,414.7296603398256,PIK3CA;CDH1;CDKN2A;PTEN;MDM2;AKT1;KRAS,0,94
KEGG_2021_Human,Cellular senescence,9/156,5.1218149377217865e-08,1.237771943282765e-06,0,0,14.23217286914766,238.91793228970508,MRAS;PIK3CA;RRAS;CDKN2A;PTEN;MDM2;AKT1;RRAS2;KRAS,0,94
KEGG_2021_Human,Autophagy,8/137,2.6769611065300535e-07,5.525360410565288e-06,0,0,14.261402559942312,215.82370082131044,STK11;MRAS;PIK3CA;RRAS;PTEN;AKT1;RRAS2;KRAS,0,94
KEGG_2021_Human,Endometrial cancer,6/58,3.0484747092774e-07,5.525360410565288e-06,0,0,26.032342657342657,390.57506288018703,PIK3CA;CDH1;ERBB2;PTEN;AKT1;KRAS,0,94
KEGG_2021_Human,Prostate cancer,7/97,3.6773867851231115e-07,5.924678709365011e-06,0,0,17.7154533844189,262.4702664627591,PIK3CA;ERBB2;PTEN;MDM2;AKT1;KRAS;FGFR2,0,94
Reactome_2022,MTOR Signaling R-HSA-165159,6/41,3.610797102241367e-08,1.487648406123443e-05,0,0,38.70974025974026,663.3592262492558,STK11;CAB39;CAB39L;STRADA;STRADB;AKT1,0,94
