Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,module,n_genes_in_module
Reactome_2022,MTOR Signaling R-HSA-165159,6/41,3.610797102241367e-08,1.487648406123443e-05,0,0,38.70974025974026,663.3592262492558,STK11;CAB39;CAB39L;STRADA;STRADB;AKT1,0,94
Reactome_2022,Signal Transduction R-HSA-162582,31/2465,1.382079723596253e-07,2.2027407584868672e-05,0,0,3.5321829635716244,55.78908585951631,RET;CAB39;CAB39L;PTEN;SPRED2;STK11;SPRED1;CASP8;ERBB2;AKT1;WDR6;PTPN18;PARP1;STRADA;STRADB;OMG;RRAS2;ARHGEF18;MEMO1;FRS3;SLC4A7;CCDC88A;MRAS;PIK3CA;ESRP2;ESRP1;NF1;MDM2;NF2;FGFR2;FRK,0,94
Reactome_2022,Signaling By FGFR R-HSA-190236,7/86,1.603937445500146e-07,2.2027407584868672e-05,0,0,20.193365342645134,315.938006233425,SPRED2;SPRED1;PIK3CA;ESRP2;ESRP1;FRS3;FGFR2,0,94
Reactome_2022,Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972,5/29,2.236903999687621e-07,2.3040111196782494e-05,0,0,46.54026217228464,712.6711688722971,STK11;CAB39;CAB39L;STRADA;STRADB,0,94
Reactome_2022,Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,12/424,7.018840201986797e-07,5.783524326437121e-05,0,0,6.924224484963296,98.1127826367392,SPRED2;SPRED1;MRAS;PIK3CA;ESRP1;ERBB2;PTEN;NF1;MDM2;AKT1;FRS3;FGFR2,0,94
Reactome_2022,RAS Signaling Downstream Of NF1 Loss-Of-Function Variants R-HSA-6802953,3/6,1.9902811494289e-06,0.00013666597226078445,0,0,218.7142857142857,2871.1137494601844,SPRED2;SPRED1;NF1,0,94
Reactome_2022,Signaling By ERBB2 R-HSA-1227986,5/49,3.335244219170576e-06,0.00019630294547118244,0,0,25.36006128702758,319.8148364668394,PTPN18;PIK3CA;ERBB2;AKT1;MEMO1,0,94
Reactome_2022,RAF/MAP Kinase Cascade R-HSA-5673001,9/271,5.250662246005243e-06,0.00027040910566927004,0,0,7.938751683879659,96.51264542267909,RET;SPRED2;SPRED1;MRAS;PIK3CA;ERBB2;NF1;FRS3;FGFR2,0,94
Reactome_2022,MAPK1/MAPK3 Signaling R-HSA-5684996,9/277,6.267402465707229e-06,0.00028690775731904204,0,0,7.758647936786655,92.94975497687015,RET;SPRED2;SPRED1;MRAS;PIK3CA;ERBB2;NF1;FRS3;FGFR2,0,94
Reactome_2022,PI3K/AKT Signaling In Cancer R-HSA-2219528,6/105,1.0153806854861448e-05,0.0004183368424202917,0,0,13.641184573002755,156.8417276339062,PIK3CA;ERBB2;PTEN;MDM2;AKT1;FGFR2,0,94
