Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,module,n_genes_in_module
KEGG_2021_Human,Homologous recombination,17/41,9.782999578209526e-31,1.9565999156419048e-29,0,0,210.3009950248756,14531.691868730812,BARD1;TOP3B;ABRAXAS1;XRCC2;XRCC3;BRCA2;PALB2;RAD54B;RAD51B;BRIP1;RAD51D;RAD51;RAD51C;EME1;UIMC1;RAD54L;NBN,1,84
KEGG_2021_Human,Fanconi anemia pathway,18/54,2.0217760279381123e-30,2.0217760279381127e-29,0,0,150.6060606060606,10297.474997619409,TOP3B;FANCM;FANCL;FANCA;FANCC;FANCB;BRCA2;FANCE;PALB2;FANCG;FANCF;BRIP1;RAD51C;SLX4;RAD51;EME1;FANCD2;PMS2,1,84
KEGG_2021_Human,Mismatch repair,3/23,0.00011911360933626354,0.0007940907289084236,0,0,36.84444444444444,332.9055025674288,MSH6;MSH2;PMS2,1,84
KEGG_2021_Human,Cellular senescence,4/156,0.0042370648386837,0.0211853241934187,0,0,6.501315789473685,35.522438600867865,CHEK2;RAD1;NBN;RAD9A,1,84
KEGG_2021_Human,Hedgehog signaling pathway,2/56,0.0231828781758082,0.0927315127032328,0,0,8.971093044263776,33.77025589510112,HHATL;HHAT,1,84
KEGG_2021_Human,Pancreatic cancer,2/76,0.0406620130235166,0.1355400434117221,0,0,6.539881344759394,20.943714711290845,RAD51;BRCA2,1,84
KEGG_2021_Human,Colorectal cancer,2/86,0.0507735414272203,0.1450672612206295,0,0,5.758420441347271,17.16228052835959,MSH6;MSH2,1,84
KEGG_2021_Human,Lysosome,2/128,0.1010332855014875,0.2525832137537189,0,0,3.830816879597368,8.781401671755129,GNPTAB;NAGPA,1,84
KEGG_2021_Human,Base excision repair,1/33,0.1297745253931474,0.2883878342069944,0,0,7.48644578313253,15.286998533520196,MUTYH,1,84
KEGG_2021_Human,Pathways in cancer,4/531,0.1841955987506564,0.3683911975013129,0,0,1.8395635673624289,3.112094632735917,MSH6;RAD51;MSH2;BRCA2,1,84
KEGG_2021_Human,p53 signaling pathway,1/73,0.2649380981124827,0.4817056329317867,0,0,3.320615796519411,4.410638057386621,CHEK2,1,84
KEGG_2021_Human,Pancreatic secretion,1/102,0.3497453884042018,0.5229213599738585,0,0,2.363712274841942,2.4831975779757074,PRSS1,1,84
KEGG_2021_Human,Protein digestion and absorption,1/103,0.3524904529865964,0.5229213599738585,0,0,2.3404205055516183,2.440430748010636,PRSS1,1,84
KEGG_2021_Human,Ribosome biogenesis in eukaryotes,1/108,0.3660449519817009,0.5229213599738585,0,0,2.230492061704763,2.2416425892926948,TCOF1,1,84
KEGG_2021_Human,Cell cycle,1/124,0.4075629234663923,0.543417231288523,0,0,1.9387795082770105,1.7401708284426074,CHEK2,1,84
KEGG_2021_Human,Ubiquitin mediated proteolysis,1/140,0.4463921219496211,0.5442103410894394,0,0,1.7142238016815463,1.3826200914090534,FANCL,1,84
KEGG_2021_Human,Breast cancer,1/147,0.4625787899260235,0.5442103410894394,0,0,1.6314573361940914,1.257753075709779,BRCA2,1,84
KEGG_2021_Human,Influenza A,1/172,0.5166619666165239,0.5740688517961376,0,0,1.3911787500880717,0.9186877789794876,PRSS1,1,84
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,1/219,0.6041841027109368,0.6359832660115124,0,0,1.0886481706643083,0.5485440358362151,CHEK2,1,84
